targeted_productivity,smv,wip,over_time,no_of_workers,month,actual_productivity,Department
0.35,2.9,,1800,15,1,0.977555556,Finace
0.75,19.87,944,6600,55,1,0.75024303,Finace
0.8,3.94,,1440,8,1,0.24625,IT
0.75,18.79,895,6240,52,3,0.750395513,HR
0.75,11.41,834,3480,58,2,0.672140805,IT
0.8,50.48,381,6930,58.5,1,0.688557555,IT
0.8,26.16,1381,3660,59,1,0.800015009,HR
0.8,4.6,,4200,10,3,0.999533333,Finace
0.8,3.94,,1800,10,1,0.582045455,HR
0.75,28.08,681,6900,57.5,1,0.750427826,Finace
0.7,21.98,413,9720,58,1,0.700480831,Finace
0.65,3.9,,960,8,3,0.560625,Sales
0.75,30.1,627,6960,58,2,0.393548851,Finace
0.8,22.52,1188,6720,56,2,0.999995238,IT
0.7,18.79,766,2760,33,2,0.700079032,Finace
0.7,4.15,,3060,17,1,0.973796791,Finace
0.8,26.16,1369,10620,59,1,0.800117103,HR
0.7,4.15,,2700,15,1,0.966666667,Finace
0.5,4.15,,960,8,2,0.864583333,Finace
0.6,21.98,666,6960,58,1,0.600028736,Finace
0.7,21.82,1335,6000,50,3,0.700422,IT
0.8,11.61,1159,2970,31.5,1,0.800313433,IT
0.8,10.05,13,3240,54,2,0.750648148,IT
0.5,11.41,1039,2280,55,2,0.50012336,IT
0.7,30.1,773,7020,58,2,0.700618234,Finace
0.7,15.26,1462,4080,34,1,0.700164706,IT
0.8,26.16,399,10620,59,1,0.800117103,HR
0.75,3.94,,1920,8,3,0.812625,Finace
0.75,3.94,,960,8,2,0.994270833,HR
0.75,2.9,,3360,8,3,0.309333333,Finace
0.7,3.9,,1200,10,3,0.884,Finace
0.75,18.79,1096,6240,52,3,0.750395513,HR
0.75,10.05,668,2520,26,2,0.7504,IT
0.7,22.52,1206,10080,56,1,0.800020563,IT
0.8,3.94,,1440,8,1,0.884261364,Finace
0.6,18.79,799,3960,33,1,0.600710606,Finace
0.65,24.26,1435,6600,55,2,0.260978788,Sales
0.8,15.26,1079,3720,34,2,0.800312375,IT
0.6,3.9,,960,8,3,0.4509375,Sales
0.8,5.13,,2160,18,2,0.87115,Finace
0.65,18.22,741,0,49,2,0.302117347,IT
0.8,22.52,1268,0,56,2,0.90063244,IT
0.7,3.94,,4320,18,1,0.759228395,IT
0.8,4.08,,1080,9,2,0.687555556,IT
0.8,26.16,1073,10620,59,1,0.850502311,Finace
0.5,3.94,,960,8,3,0.857916667,Finace
0.7,25.31,946,5760,54,2,0.700513566,IT
0.8,15.26,961,4080,34,3,0.800401961,IT
0.8,3.94,,2400,10,2,0.753525,HR
0.8,30.1,644,840,59,2,0.799982853,Finace
0.65,4.15,,1440,8,1,0.821354167,Finace
0.7,11.41,685,3360,56,2,0.8211125,IT
0.8,11.41,887,5490,30.5,1,0.800343766,Finace
0.8,2.9,,960,8,1,0.667604167,Finace
0.6,15.26,1245,6360,34,1,0.60017284,IT
0.75,4.15,,1440,8,1,0.93532197,Finace
0.8,22.52,1500,6900,57.5,2,1.000018551,Finace
0.8,4.15,,960,8,1,0.782447917,Finace
0.8,11.61,910,4470,31.5,1,0.80007657,Finace
0.8,4.08,,1080,9,2,0.272,IT
0.35,30.1,901,6960,58,2,0.350301724,Sales
0.8,11.61,955,6360,32,1,0.800191989,Finace
0.7,29.4,1146,6840,57,2,0.700614035,Sales
0.8,15.26,1133,4080,34,2,0.800401961,IT
0.8,28.08,942,10530,58.5,1,0.850181818,Finace
0.8,11.61,632,0,57,3,0.800309211,IT
0.8,26.16,1187,10620,59,1,0.850502311,Finace
0.75,18.79,1228,6240,52,3,0.750395513,HR
0.8,2.9,,1440,8,1,0.653598485,Sales
0.65,3.94,,3360,8,3,0.537919444,Finace
0.8,2.9,,1440,8,1,0.590435606,Finace
0.65,3.94,,1440,8,1,0.646306818,Finace
0.7,22.94,1384,12180,57,1,0.750162367,Finace
0.75,3.94,,1440,8,1,0.805909091,IT
0.7,3.94,,1440,8,1,0.235795455,IT
0.7,30.48,914,6840,57,3,0.700505263,Sales
0.35,3.94,,2400,10,3,0.80575,Finace
0.8,4.6,,2160,9,3,0.922839506,IT
0.7,20.55,9792,6480,54,2,0.700398148,IT
0.75,2.9,,960,8,3,0.628333333,IT
0.8,2.9,,960,8,2,0.3715625,HR
0.5,5.13,,1800,15,2,0.8721,Finace
0.8,19.87,857,9900,55,1,0.800273829,Finace
0.4,15.28,157,5400,45,3,0.30277037,Finace
0.8,4.08,,1080,9,2,0.891555556,IT
0.8,3.94,,2400,20,2,0.955791667,IT
0.75,3.94,,960,8,3,0.881575,Finace
0.8,2.9,,1440,8,1,0.667329545,Sales
0.8,30.1,901,6480,59,2,0.800071839,Finace
0.6,22.53,708,5040,42,2,0.268214286,Finace
0.7,22.52,983,10260,57,1,0.750068049,Finace
0.8,15.26,1064,4080,34,3,0.800401961,IT
0.7,27.48,541,6960,58,3,0.408960345,Finace
0.75,22.52,1584,10260,57,1,0.80035194,Finace
0.8,3.94,,960,8,1,0.4925,Finace
0.6,20.79,1045,6960,58,1,0.800534483,Finace
0.8,51.02,1086,4260,57,1,0.311207464,Finace
0.65,4.15,,1440,8,1,0.809564394,Finace
0.6,4.08,,5400,9,1,0.327407407,IT
0.8,2.9,,960,8,2,0.3715625,Finace
0.7,3.9,,0,10,3,0.6825,Finace
0.7,24.26,1471,6960,58,2,0.700612069,Finace
0.5,26.66,556,6960,58,2,0.500258046,Finace
0.35,11.41,434,3240,52,2,0.507903226,IT
0.5,30.1,417,6360,53,2,0.500720126,Finace
0.7,16.1,928,4800,45,3,0.700106061,Finace
0.7,3.94,,1440,8,1,0.578314394,Finace
0.8,2.9,,960,8,2,0.773333333,Finace
0.7,29.4,1079,4560,58,2,0.700518519,Sales
0.75,30.1,739,5640,59,2,0.750727326,Finace
0.8,2.9,,960,8,1,0.628333333,Sales
0.7,24.26,658,6960,58,2,0.662270115,Finace
0.8,4.3,,1440,12,2,0.5375,Finace
0.75,3.94,,8400,14,1,0.940701058,IT
0.75,15.26,1316,6120,34,1,0.750079323,IT
0.65,22.52,872,10080,56,1,0.650130952,Finace
0.8,3.94,,1440,8,1,0.813371212,Finace
0.7,20.4,1382,10440,58,1,0.700250784,Finace
0.5,30.33,838,6720,56,2,0.361071429,Finace
0.7,22.94,1472,10260,57,1,0.800643806,Finace
0.7,4.15,,960,8,2,0.976979167,Sales
0.8,2.9,,1440,8,1,0.670075758,Finace
0.8,26.16,1227,7080,59,1,0.850569492,HR
0.7,4.15,,1440,12,1,0.436326389,IT
0.5,22.94,1044,9810,54.5,1,0.499998888,Finace
0.8,3.94,,2640,22,2,0.999924242,Finace
0.65,3.94,,960,8,1,0.845458333,Sales
0.7,5.13,,960,8,2,0.930416667,Sales
0.8,11.61,1181,5760,32,1,0.800386364,Finace
0.6,26.82,919,7080,59,3,0.600040678,Finace
0.75,3.94,,240,2,1,0.971866667,HR
0.65,18.79,2120,5520,51,2,0.650134,HR
0.8,26.16,1232,10620,59,1,0.850502311,HR
0.75,5.13,,960,8,2,0.734645833,Finace
0.8,11.61,1004,5670,31.5,1,0.800246753,Finace
0.65,22.94,1025,10170,56.5,1,0.650243497,Finace
0.8,28.08,776,10350,57.5,1,0.800594466,Finace
0.6,15.09,1519,360,52,1,0.600143365,Sales
0.75,10.05,629,3240,27,2,0.750027778,IT
0.8,29.4,30,6840,57,3,0.433263158,Sales
0.8,2.9,,4320,18,2,0.785864198,Finace
0.8,3.94,,1200,10,2,0.99485,Finace
0.7,22.94,1363,10260,57,1,0.750031898,Finace
0.75,22.52,727,10260,57,1,0.900321106,Finace
0.65,20.4,1255,8280,58,1,0.650066445,Finace
0.65,30.48,953,6720,56,3,0.650421429,Sales
0.65,30.1,1193,7080,59,2,0.463403955,Sales
0.75,5.13,,1920,8,2,0.684027778,Finace
0.75,30.1,553,2280,59,2,0.75053268,Finace
0.6,22.4,816,5100,57,1,0.600369686,Finace
0.8,29.12,1263,2160,58,2,0.8008,HR
0.7,30.33,577,2160,58,2,0.700623,Finace
0.5,30.48,1161,6600,55,3,0.500610909,Finace
0.8,3.94,,960,8,2,0.586041667,HR
0.8,15.26,1120,1440,34,2,0.800806306,IT
0.7,22.52,1134,8460,57,1,0.750037968,Finace
0.8,2.9,,1440,8,1,0.683806818,Sales
0.7,27.48,586,6960,58,3,0.700424138,Finace
0.8,3.94,,1440,8,1,0.884261364,Finace
0.75,18.79,1193,3960,33,3,0.75065101,Finace
0.8,3.94,,960,8,2,0.238041667,HR
0.8,11.41,455,3420,56,3,0.800701754,IT
0.75,2.9,,960,8,1,0.763375,IT
0.75,30.1,664,7140,59,2,0.750392157,Finace
0.8,3.94,,960,8,1,0.804416667,Finace
0.7,4.15,,1440,8,1,0.409545455,IT
0.8,11.61,1037,7200,32,1,0.800246011,IT
0.7,22.94,1006,10170,56.5,1,0.750517565,Finace
0.7,3.94,,960,8,3,0.812625,Finace
0.8,25.9,1035,10170,56.5,1,0.800128721,Finace
0.6,29.4,179,0,58,2,0.600982906,Sales
0.7,24.26,1400,6720,56,2,0.411553571,Finace
0.8,22.52,1445,6840,57,2,1.000230409,Finace
0.8,11.41,471,3420,58,3,0.800034503,IT
0.8,2.9,,1440,8,1,0.675568182,Sales
0.8,30.1,735,6960,58,3,0.800071839,Finace
0.8,26.16,1160,10620,59,1,0.850502311,Finace
0.7,3.94,,1200,10,1,0.971866667,Finace
0.8,3.94,,1200,10,1,0.85695,IT
0.6,30.1,829,3360,58,2,0.600070513,Finace
0.7,23.41,1128,4560,38,3,0.700246491,Finace
0.8,28.08,716,10350,57.5,1,0.800594466,Finace
0.8,3.94,,960,8,1,0.931645833,HR
0.75,29.4,1244,6840,57,2,0.750473684,Finace
0.65,11.41,700,2640,53,2,0.650223718,IT
0.8,22.52,265,3840,57,2,0.800470513,Finace
0.8,2.9,,960,8,2,0.8319375,Finace
0.8,22.52,1512,0,57,2,0.899984058,Finace
0.7,21.82,1313,5040,51,3,0.699984417,IT
0.8,4.15,,2700,15,1,0.888686869,IT
0.8,30.1,786,7080,59,2,0.800115819,Finace
0.8,3.94,,3000,25,2,1.050666667,Finace
0.7,4.6,,960,8,2,0.791458333,Sales
0.75,18.79,895,3960,33,2,0.75065101,Finace
0.6,18.79,2103,5400,54,2,0.329964879,HR
0.8,28.08,757,6900,57.5,1,0.800076522,Finace
0.7,3.94,,5100,17,1,0.912202112,Finace
0.8,30.1,29,7080,59,3,0.800115819,Finace
0.7,21.82,1591,3240,52,2,0.700251773,IT
0.8,25.9,1434,10170,56.5,1,0.800128721,Sales
0.8,2.9,,1440,8,1,0.681060606,Finace
0.7,3.94,,240,2,1,0.971866667,Finace
0.8,28.08,878,4260,55.5,1,0.800598058,Finace
0.7,30.1,881,7080,59,2,0.700632768,Finace
0.7,3.94,,1800,10,1,0.910378788,Finace
0.7,24.26,2698,6720,56,2,0.295307738,Finace
0.8,3.94,,1440,8,1,0.951420455,Finace
0.8,11.61,347,0,57,3,0.682433036,IT
0.8,18.79,822,4080,34,2,0.557252451,Finace
0.8,3.94,,1440,8,1,0.858143939,HR
0.8,22.52,1186,6900,58,2,1.000018551,Finace
0.5,18.79,717,3960,33,1,0.500117677,Finace
0.8,3.94,,1440,8,1,0.820833333,Finace
0.8,26.16,1196,10620,59,1,0.800117103,HR
0.7,21.82,1393,5640,52,3,0.700236601,IT
0.8,5.13,,1080,9,2,0.9025,IT
0.5,20.79,1455,6960,58,1,0.500035345,Finace
0.75,4.15,,1800,10,1,0.899166667,Finace
0.5,3.9,,960,8,3,0.5403125,Finace
0.8,4.15,,1800,10,1,0.905454545,Finace
0.7,4.15,,3840,8,1,0.821354167,Finace
0.8,4.6,,3780,9,2,0.590617284,IT
0.75,42.97,532,10260,57,1,0.59114168,IT
0.6,2.9,,960,8,3,0.271875,Finace
0.8,30.1,964,5160,58,3,0.800842424,Finace
0.5,5.13,,2880,12,2,0.81640625,Finace
0.7,4.3,,5040,28,1,0.977272727,Finace
0.8,15.26,1194,1700,34,2,0.800260821,IT
0.8,22.52,1374,3960,57,2,0.800279693,Finace
0.8,25.9,1138,6720,56,1,0.800125,Finace
0.8,15.26,12261,3600,35,2,0.800401961,IT
0.8,28.08,772,6300,56.5,1,0.800725314,Finace
0.7,24.26,1363,6660,55.5,2,0.586465465,Sales
0.75,29.4,1144,4440,57,2,0.750716981,Finace
0.6,26.66,692,6840,57,3,0.600239766,Finace
0.8,30.1,541,7140,59,2,0.800137255,Finace
0.75,3.94,,1320,11,2,0.919954545,HR
0.5,27.48,609,6840,57,2,0.550403509,Finace
0.75,3.94,,0,8,3,0.7953875,Finace
0.75,19.87,944,6600,55,1,0.75024303,Finace
0.8,15.26,1094,4080,34,2,0.800401961,IT
0.7,30.1,1422,6960,58,2,0.700603448,Finace
0.8,11.61,1063,5670,31.5,1,0.800246753,IT
0.8,3.94,,1920,8,1,0.961059028,Finace
0.8,22.94,1582,3060,58.5,2,1.000402055,Finace
0.75,3.94,,1200,10,1,0.853666667,Finace
0.8,22.52,1416,6840,57,1,1.000230409,Finace
0.8,22.52,12,6900,57.5,2,0.432122899,Finace
0.8,28.08,913,6540,54.5,1,0.800322936,Finace
0.8,2.9,,1440,8,1,0.804640152,Finace
0.6,3.9,,960,8,3,0.950625,Finace
0.8,50.48,562,10440,58,1,0.473134796,Finace
0.75,22.52,1250,10080,56,1,0.800020563,IT
0.7,4.15,,1440,12,2,0.928680556,Finace
0.65,4.15,,1440,8,1,0.860653409,Finace
0.75,19.31,578,6480,54,1,0.712205247,IT
0.75,18.79,947,2880,33,3,0.750797009,Finace
0.8,3.94,,960,8,1,0.971866667,Finace
0.75,26.82,1104,5880,59,3,0.850084211,Finace
0.7,29.4,1116,6240,57,2,0.7,Sales
0.8,2.9,,960,8,1,0.664583333,Sales
0.7,21.25,1583,6000,50,2,0.417916667,IT
0.8,30.1,834,1200,59,3,0.366053523,Finace
0.8,22.52,1116,6720,56,1,0.920236905,IT
0.35,27.48,413,6840,57,2,0.449964912,Finace
0.65,15.09,976,240,52,1,0.650307143,Sales
0.75,3.9,,1920,8,3,0.819270833,Finace
0.7,30.1,957,7200,60,2,0.602,Finace
0.75,15.26,1429,3600,35,1,0.750283333,IT
0.8,4.6,,0,12,3,0.795416667,Finace
0.7,4.15,,1080,9,1,0.823555556,IT
0.7,30.33,746,6840,57,2,0.700605263,Finace
0.8,30.1,450,7140,60,2,0.800137255,Finace
0.8,3.94,,960,8,2,0.64025,IT
0.8,26.16,1138,7080,59,1,0.800318644,Finace
0.35,28.08,749,10260,57,1,0.350066986,IT
0.8,31.83,568,9900,55,1,0.412119835,IT
0.7,3.9,,960,8,3,0.741,Finace
0.8,3.94,,2400,10,2,0.733277778,IT
0.8,15.26,1103,4080,34,2,0.800401961,IT
0.8,11.41,887,5490,30.5,1,0.800343766,Finace
0.75,2.9,,960,8,2,0.410833333,Finace
0.8,30.1,450,5700,60,2,0.307501459,Finace
0.7,22.52,1002,10080,56,1,0.700094156,IT
0.7,4.15,,2400,8,1,0.758173077,Finace
0.7,21.82,1251,6000,50,3,0.700422,IT
0.75,2.9,,960,8,3,0.453125,HR
0.7,42.41,724,10260,57,1,0.233705476,Finace
0.8,11.41,313,3420,58,3,0.800034503,IT
0.8,15.26,959,4080,34,3,0.800401961,IT
0.8,30.1,461,0,59,2,0.800980392,Finace
0.8,22.52,1557,0,57.5,2,1.000344928,Finace
0.8,4.15,,1440,8,1,0.601278409,IT
0.75,2.9,,5640,17,1,0.987880435,IT
0.65,4.15,,960,8,1,0.553333333,Sales
0.7,3.94,,1200,10,2,0.715766667,Finace
0.8,4.6,,1080,9,3,0.92,IT
0.8,11.41,338,3420,58,3,0.800034503,IT
0.65,3.9,,1920,8,3,0.528125,Finace
0.35,26.66,1164,6600,55,2,0.378895152,Finace
0.8,26.16,1093,10620,59,1,0.850502311,HR
0.8,15.26,1132,4080,34,3,0.800401961,IT
0.8,3.94,,12600,20,1,0.919905405,Finace
0.7,20.79,1297,10440,58,1,0.526810345,Finace
0.8,3.94,,2160,18,2,1.057962963,Finace
0.8,3.94,,960,8,2,0.656666667,HR
0.7,30.1,687,7500,59,2,0.545657673,Finace
0.8,25.9,1150,10170,56.5,1,0.900144811,Finace
0.75,4.15,,240,2,2,0.760833333,Finace
0.8,15.26,1029,2040,35,2,0.800259023,IT
0.65,4.15,,960,8,1,0.877552083,Sales
0.8,4.08,,1080,9,2,0.899111111,IT
0.75,18.79,1085,6240,52,2,0.970816667,HR
0.7,30.1,7,7080,59,2,0.621971751,Sales
0.8,3.94,,1440,8,1,0.858143939,HR
0.75,4.08,,1080,9,1,0.634666667,IT
0.8,4.6,,3360,8,3,0.350416667,Finace
0.6,22.52,1076,10170,56.5,1,0.600291767,IT
0.75,5.13,,960,8,2,0.656666667,Finace
0.8,15.26,1065,4080,34,2,0.800401961,IT
0.75,4.3,,2160,12,1,0.963699495,Finace
0.65,4.15,,2700,15,1,0.98719697,Finace
0.5,22.52,1102,10170,56.5,1,0.660683293,Finace
0.7,30.48,923,6840,57,3,0.700505263,Sales
0.75,26.82,1079,7020,58,3,0.850446154,Finace
0.8,15.26,1026,2880,34,2,0.800355208,IT
0.65,12.52,1004,9540,53,1,0.64998056,IT
0.5,2.9,,960,8,1,0.259375,IT
0.7,11.41,653,3480,58,2,0.700540441,IT
0.8,3.94,,1800,15,1,0.902222222,Finace
0.8,3.94,,1440,8,1,0.955151515,Finace
0.7,4.15,,960,8,2,0.605208333,Sales
0.35,4.15,,1440,12,2,0.994375,Sales
0.8,3.94,,1200,10,2,0.893066667,Finace
0.8,4.6,,1800,15,2,0.899555556,IT
0.8,4.3,,1440,12,2,0.845069444,Finace
0.7,30.1,784,600,59,2,0.700459889,Finace
0.75,4.15,,960,8,1,0.345833333,IT
0.8,11.61,1084,4950,31.5,1,0.80003139,Finace
0.8,3.94,,1800,10,1,0.964106061,HR
0.8,4.6,,1080,9,3,0.945555556,IT
0.8,22.52,1396,6900,57.5,2,1.000671304,Finace
0.75,28.08,795,6900,57.5,1,0.753683478,Finace
0.65,22.52,1295,10170,56.5,1,0.650416734,Finace
0.75,3.94,,1440,8,1,0.809640152,IT
0.6,26.66,1578,6840,57,3,0.700019883,Finace
0.8,3.94,,1440,8,1,0.858143939,HR
0.8,3.94,,1440,8,1,0.880530303,Finace
0.7,3.94,,960,8,3,0.664875,Finace
0.8,22.52,340,5460,56.5,2,0.800434622,Finace
0.7,20.4,1404,10440,58,1,0.750344828,Finace
0.8,2.9,,900,5,1,0.465757576,Finace
0.7,2.9,,960,8,3,0.441041667,IT
0.8,4.15,,1260,7,1,0.313852814,IT
0.8,3.94,,1260,8,1,0.247316017,Finace
0.8,4.08,,1080,9,2,0.838666667,IT
0.75,4.6,,3360,8,3,0.813611111,Sales
0.75,4.3,,2160,12,1,0.651515152,Finace
0.75,2.9,,960,8,2,0.610208333,Finace
0.7,29.12,1170,6960,58,1,0.850170115,HR
0.7,21.82,1576,6000,50,3,0.700422,IT
0.8,25.9,1050,10170,56.5,1,0.850136766,Finace
0.7,3.94,,1440,12,3,0.75885,Finace
0.8,3.94,,1440,12,2,0.796208333,Finace
0.5,30.1,1061,6960,58,2,0.393548851,Sales
0.8,2.9,,1440,8,1,0.597348485,Finace
0.6,11.41,1039,2280,55,2,0.600447507,IT
0.8,29.12,1073,6960,58,2,0.799963218,HR
0.8,22.52,1559,6840,57,1,1.000230409,Finace
0.7,5.13,,960,8,2,0.58,Sales
0.8,19.87,963,9900,55,1,0.800273829,Finace
0.7,4.08,,1620,9,1,0.769292929,IT
0.8,28.08,737,10530,58.5,1,0.8,Finace
0.5,22.4,947,3390,56.5,1,0.499980334,IT
0.8,3.94,,1200,10,2,0.870083333,Finace
0.8,3.94,,1200,10,2,0.8865,IT
0.8,2.9,,2400,8,1,0.594871795,Sales
0.8,29.12,909,6960,58,2,0.799963218,HR
0.7,5.13,,960,8,2,0.356458333,Finace
0.8,22.52,1615,6780,56.5,2,0.900135693,Finace
0.8,3.94,,1200,10,2,0.962016667,Finace
0.5,3.94,,3360,8,2,0.768847222,Finace
0.7,38.09,336,6240,52,1,0.467693269,Sales
0.8,3.94,,3600,20,1,0.925643939,Finace
0.8,3.94,,1440,8,1,0.817102273,Finace
0.75,10.05,103,0,54,2,0.750648148,IT
0.6,23.54,958,6600,55,1,0.285333333,Finace
0.8,2.9,,2400,10,3,0.874027778,IT
0.8,25.9,1177,8970,56.5,1,0.850415628,Sales
0.35,4.3,,2700,8,1,0.908080808,Finace
0.8,3.94,,6000,20,1,0.911589744,Finace
0.8,22.52,1106,6780,56.5,1,0.850312684,Finace
0.8,4.6,,7560,18,2,0.921604938,Finace
0.8,11.61,1072,5760,32,1,0.800386364,Finace
0.8,11.61,1005,7080,29.5,1,0.800237288,IT
0.8,19.87,941,9900,55,1,0.800273829,Finace
0.75,3.94,,0,8,3,0.794566667,Finace
0.65,3.94,,600,5,1,0.971866667,IT
0.75,3.94,,3780,21,1,0.997792208,IT
0.7,24.26,148,6960,58,2,0.355534483,Finace
0.7,16.1,957,5400,45,3,0.700051852,Finace
0.65,27.48,544,6720,56,3,0.700903571,Finace
0.75,2.9,,960,8,2,0.628333333,Finace
0.8,11.61,916,5760,89,1,0.850410511,Finace
0.75,22.94,1871,6960,58,1,0.800263218,Finace
0.8,22.52,1063,6840,57,2,0.950185965,Finace
0.75,30.1,481,7140,59,2,0.750392157,Finace
0.75,18.79,290,5040,52,3,0.750347333,HR
0.8,22.52,1142,6720,56,2,0.900129762,IT
0.8,4.6,,6000,25,3,0.825444444,Finace
0.7,4.15,,960,8,1,0.7018125,IT
0.8,3.94,,960,8,1,0.676666667,Finace
0.8,4.6,,1800,15,3,0.810111111,Finace
0.7,30.33,408,1680,59,2,0.700623,Finace
0.6,3.94,,1440,8,1,0.261174242,HR
0.8,2.9,,1620,9,1,0.910521886,Sales
0.8,2.9,,1440,8,1,0.639867424,Sales
0.75,26.82,1322,7140,59,3,0.850426891,Finace
0.65,3.94,,2520,14,1,0.749188312,Finace
0.7,50.89,282,5880,59,1,0.656763743,Finace
0.75,3.94,,1440,8,1,0.578314394,Finace
0.8,4.08,,1080,9,2,1.02,IT
0.75,18.79,1239,5640,52,3,0.750371895,HR
0.6,2.9,,1200,10,2,0.314166667,Finace
0.8,26.16,1108,7080,59,1,0.940725424,Sales
0.8,3.94,,960,8,2,0.771583333,HR
0.35,4.3,,3240,18,1,0.942213805,Finace
0.8,11.61,548,15120,31.5,1,0.800107143,IT
0.7,21.82,1334,5760,53,3,0.700058333,IT
0.7,27.13,530,9540,53,1,0.582301029,IT
0.8,11.41,1140,5490,30.5,1,0.800343766,Finace
0.8,3.94,,1200,10,2,0.929183333,Finace
0.75,2.9,,1800,15,3,0.505888889,HR
0.8,22.52,1263,6900,57.5,2,1.05028058,Finace
0.65,4.15,,1440,15,1,0.864583333,Finace
0.75,30.1,855,7020,58,2,0.750356125,Finace
0.8,3.94,,1440,8,1,0.947689394,Finace
0.8,48.84,1040,10260,57,1,0.576460393,Finace
0.75,2.9,,960,8,2,0.4078125,HR
0.75,19.31,513,6480,54,1,0.750348457,IT
0.7,22.52,882,10170,56.5,1,0.7005417,Finace
0.7,3.94,,960,8,2,0.779791667,Finace
0.8,30.1,934,6960,58,3,0.579511494,Finace
0.8,4.6,,1440,12,2,0.811388889,Finace
0.8,30.1,922,5820,59,2,0.80000295,Finace
0.7,20.4,1480,10440,58,1,0.700250784,Finace
0.8,22.52,1124,6840,57,2,0.950185965,Finace
0.8,22.52,1444,6900,57.5,1,0.9008,Finace
0.8,26.16,1335,10620,59,1,0.800117103,Finace
0.7,4.15,,960,8,2,0.725625,Sales
0.8,15.26,1095,4080,34,2,0.800401961,IT
0.7,21.25,1531,6000,50,2,0.456875,IT
0.75,19.31,590,9900,55,1,0.750057851,IT
0.7,30.1,1041,8160,58,2,0.626577778,Finace
0.8,22.52,1300,6780,56.5,2,1.000446018,Finace
0.75,3.94,,1440,8,1,0.895454545,Finace
0.75,18.79,1003,3960,33,2,0.75065101,Finace
0.65,4.15,,960,8,2,1.0115625,Sales
0.8,22.52,1175,6720,56,1,0.850532143,IT
0.8,30.1,1278,3360,57,3,0.800511068,Finace
0.8,3.94,,960,8,2,0.54175,HR
0.4,3.9,,6300,15,3,0.567377778,Finace
0.8,4.6,,1080,9,3,0.885925926,IT
0.5,12.52,749,9540,53,1,0.673245283,IT
0.8,5.13,,960,8,2,0.36871875,Finace
0.8,3.94,,1440,8,1,0.858143939,HR
0.8,11.41,601,0,56,3,0.800701754,IT
0.7,18.79,1068,3000,52,2,0.700256795,HR
0.8,54.56,757,4140,58,1,0.520237649,HR
0.75,2.9,,0,15,3,0.841,HR
0.7,21.82,1448,6120,51,2,0.700236601,IT
0.75,29.4,1172,5340,60,2,0.750176991,Finace
0.8,4.6,,6300,15,3,0.902962963,Finace
0.75,4.15,,1560,8,1,0.991388889,Finace
0.7,2.9,,720,6,3,0.394722222,Finace
0.8,3.94,,3840,16,1,0.893663194,Finace
0.7,3.94,,1200,10,2,0.8471,Finace
0.8,3.94,,1440,8,1,0.835757576,Finace
0.8,22.52,1060,6840,57,2,0.950185965,Finace
0.7,18.79,1587,4560,51,2,0.70009573,HR
0.8,4.15,,900,5,1,0.515606061,IT
0.8,3.94,,960,8,2,0.385791667,IT
0.8,25.9,1233,10170,56.5,1,0.850136766,Sales
0.7,14.89,1735,10260,57,1,0.700170388,IT
0.7,11.41,680,2160,54,2,0.565972222,IT
0.7,4.15,,1800,15,2,1.096633333,Finace
0.8,29.12,829,6960,58,2,0.799963218,HR
0.8,22.52,813,0,57,2,0.90047076,Finace
0.75,22.52,1413,10080,56,1,0.800020563,IT
0.8,29.12,14,6960,58,2,0.497885057,HR
0.75,29.12,1070,6960,58,2,0.750593103,HR
0.8,30.1,891,7140,59,2,0.800137255,Finace
0.8,22.52,1088,6720,56,1,0.900129762,IT
0.8,4.3,,1440,12,1,0.722638889,Finace
